,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
1828,NCM26,20.5,LF,0.023274107000000002,Others,154.134,17,2007,Small,Tier 2,Supermarket Type1,2909.546,Windsor,329144
1829,FDZ58,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.091354948,Snack Foods,122.3072,19,1985,Small,Tier 2,Grocery Store,122.5072,Barrie,197059
1830,FDW35,10.6,Low Fat,0.011087128,Breads,41.4454,35,2004,Small,Tier 2,Supermarket Type1,1468.089,Ottawa,1323783
1831,FDX32,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,35,2004,Small,Tier 2,Supermarket Type1,1733.7432,Ottawa,1323783
1832,FDK40,7.035,Low Fat,0.021938403999999998,Frozen Foods,264.691,18,2009,Medium,Tier 3,Supermarket Type2,5785.802,Missisauga,713443
1833,FDD04,16.0,Low Fat,0.090480206,Dairy,142.4154,17,2007,Small,Tier 2,Supermarket Type1,1985.4156,Windsor,329144
1834,FDP28,13.65,Regular,0.080640478,Frozen Foods,262.6936,46,1997,Small,Tier 1,Supermarket Type1,4175.8976,London,383822
1835,NCL42,18.85,Low Fat,0.040338009,Household,246.7144,13,1987,High,Tier 2,Supermarket Type1,6615.3888,Brampton,593638
1836,DRB13,6.115,Regular,0.007043008000000001,Soft Drinks,190.35299999999998,35,2004,Small,Tier 2,Supermarket Type1,569.259,Ottawa,1323783
1837,FDC33,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,18,2009,Medium,Tier 3,Supermarket Type2,2759.0752,Missisauga,713443
1838,FDO58,19.6,Low Fat,0.039569689,Snack Foods,165.9526,35,2004,Small,Tier 2,Supermarket Type1,2631.2416,Ottawa,1323783
1839,FDE34,9.195,Low Fat,0.18058808199999998,Snack Foods,182.2634,10,1998,Small,Tier 3,Grocery Store,363.5268,Waterloo,104986
1840,NCE19,8.97,Low Fat,0.09301462,Household,52.7956,46,1997,Small,Tier 1,Supermarket Type1,1037.3164,London,383822
1841,NCJ18,12.35,LF,0.274405193,Household,117.1124,10,1998,Small,Tier 3,Grocery Store,355.5372,Waterloo,104986
1842,FDF52,9.3,Low Fat,0.06688712299999999,Frozen Foods,183.9292,49,1999,Medium,Tier 1,Supermarket Type1,3283.7256,Hamilton,747545
1843,FDY04,17.7,Regular,0.042468412999999997,Frozen Foods,162.421,35,2004,Small,Tier 2,Supermarket Type1,1468.089,Ottawa,1323783
1844,DRF49,7.27,Low Fat,0.071188446,Soft Drinks,111.9518,49,1999,Medium,Tier 1,Supermarket Type1,1138.518,Hamilton,747545
1845,FDX27,20.7,Regular,0.191008614,Dairy,92.8436,10,1998,Small,Tier 3,Grocery Store,189.0872,Waterloo,104986
1846,FDV28,16.1,Regular,0.15959547300000002,Frozen Foods,32.8558,13,1987,High,Tier 2,Supermarket Type1,339.55800000000005,Brampton,593638
1847,FDE33,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.08690553599999999,Fruits and Vegetables,78.8644,19,1985,Small,Tier 2,Grocery Store,314.2576,Barrie,197059
1848,FDQ37,20.75,Low Fat,0.08918638699999999,Breakfast,193.3478,13,1987,High,Tier 2,Supermarket Type1,6006.1818,Brampton,593638
1849,NCG30,20.2,LF,0.11232121800000001,Household,123.6046,46,1997,Small,Tier 1,Supermarket Type1,2988.1104,London,383822
1850,NCH29,5.51,Low Fat,0.034668802,Health and Hygiene,98.5726,17,2007,Small,Tier 2,Supermarket Type1,1761.7068,Windsor,329144
1851,FDV20,20.2,Regular,0.0,Fruits and Vegetables,129.0678,17,2007,Small,Tier 2,Supermarket Type1,3560.6984,Windsor,329144
1852,FDG57,14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,18,2009,Medium,Tier 3,Supermarket Type2,874.8612,Missisauga,713443
1853,FDU60,20.0,Regular,0.059889718,Baking Goods,168.5132,35,2004,Small,Tier 2,Supermarket Type1,2874.9244,Ottawa,1323783
1854,NCH30,17.1,Low Fat,0.11240211800000001,Household,112.986,10,1998,Small,Tier 3,Grocery Store,113.186,Waterloo,104986
1855,NCM29,11.5,Low Fat,0.029529474,Health and Hygiene,132.6626,10,1998,Small,Tier 3,Grocery Store,262.3252,Waterloo,104986
1856,FDB12,11.15,Regular,0.10573663800000001,Baking Goods,104.4648,18,2009,Medium,Tier 3,Supermarket Type2,2181.1608,Missisauga,713443
1857,FDD53,16.2,Low Fat,0.044291251,Frozen Foods,43.3454,49,1999,Medium,Tier 1,Supermarket Type1,503.3448,Hamilton,747545
1858,FDI44,16.1,Low Fat,0.100388706,Fruits and Vegetables,76.0328,49,1999,Medium,Tier 1,Supermarket Type1,1853.5872,Hamilton,747545
1859,FDW56,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.070556945,Fruits and Vegetables,191.2162,27,1985,Medium,Tier 1,Supermarket Type3,7504.2318,Toronto,2731571
1860,FDA01,15.0,Regular,0.054599767,Canned,59.4904,18,2009,Medium,Tier 3,Supermarket Type2,644.4944,Missisauga,713443
1861,FDG47,12.8,Low Fat,0.069560905,Starchy Foods,263.0252,13,1987,High,Tier 2,Supermarket Type1,2885.5772,Brampton,593638
1862,FDT40,5.985,Low Fat,0.0,Frozen Foods,125.2678,35,2004,Small,Tier 2,Supermarket Type1,1017.3424,Ottawa,1323783
1863,FDU20,19.35,Regular,0.021453492999999997,Fruits and Vegetables,120.3098,35,2004,Small,Tier 2,Supermarket Type1,2530.7058,Ottawa,1323783
1864,NCP41,16.6,Low Fat,0.016276741,Health and Hygiene,109.8596,18,2009,Medium,Tier 3,Supermarket Type2,1617.894,Missisauga,713443
1865,FDW36,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",LF,0.056656942,Baking Goods,106.2622,27,1985,Medium,Tier 1,Supermarket Type3,2328.9684,Toronto,2731571
1866,FDN31,11.5,Low Fat,0.072994847,Fruits and Vegetables,189.253,49,1999,Medium,Tier 1,Supermarket Type1,1328.271,Hamilton,747545
1867,NCU54,8.88,Low Fat,0.165073642,Household,207.727,10,1998,Small,Tier 3,Grocery Store,209.727,Waterloo,104986
1868,FDS01,11.6,Low Fat,0.017744998999999997,Canned,177.9686,46,1997,Small,Tier 1,Supermarket Type1,1244.3802,London,383822
1869,FDA23,9.8,LF,0.047453947,Baking Goods,101.7016,17,2007,Small,Tier 2,Supermarket Type1,1518.024,Windsor,329144
1870,FDY08,9.395,Regular,0.17142216600000001,Fruits and Vegetables,139.1838,45,2002,Small,Tier 1,Supermarket Type1,1685.8056,Kingston,123798
1871,FDJ28,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,46,1997,Small,Tier 1,Supermarket Type1,3078.6592,London,383822
1872,DRF36,16.1,Low Fat,0.023577297999999997,Soft Drinks,192.6846,46,1997,Small,Tier 1,Supermarket Type1,2866.2690000000002,London,383822
1873,FDH44,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,10,1998,Small,Tier 3,Grocery Store,294.2836,Waterloo,104986
1874,NCY54,8.43,Low Fat,0.177971115,Household,174.0422,49,1999,Medium,Tier 1,Supermarket Type1,2069.3064,Hamilton,747545
1875,FDR59,14.5,Regular,0.106894492,Breads,260.4594,10,1998,Small,Tier 3,Grocery Store,1046.6376,Waterloo,104986
1876,DRA59,8.27,Regular,0.127927931,Soft Drinks,184.8924,46,1997,Small,Tier 1,Supermarket Type1,4442.2176,London,383822
1877,FDS55,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,17,2007,Small,Tier 2,Supermarket Type1,1930.1542,Windsor,329144
1878,FDZ28,20.0,Regular,0.051596927,Frozen Foods,128.0678,45,2002,Small,Tier 1,Supermarket Type1,1780.3492,Kingston,123798
1879,DRG49,7.81,Low Fat,0.067592098,Soft Drinks,246.0486,45,2002,Small,Tier 1,Supermarket Type1,7086.1094,Kingston,123798
1880,FDH21,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.054670967,Seafood,158.6604,19,1985,Small,Tier 2,Grocery Store,316.9208,Barrie,197059
1881,NCN19,13.1,Low Fat,0.012089478999999998,Others,189.85299999999998,13,1987,High,Tier 2,Supermarket Type1,3415.554,Brampton,593638
1882,FDP25,15.2,Low Fat,0.021250527999999998,Canned,216.5824,45,2002,Small,Tier 1,Supermarket Type1,5241.1776,Kingston,123798
1883,DRH59,10.8,Low Fat,0.05843345,Hard Drinks,74.738,46,1997,Small,Tier 1,Supermarket Type1,1025.3319999999999,London,383822
1884,FDH09,12.6,Low Fat,0.05606697,Seafood,50.7982,35,2004,Small,Tier 2,Supermarket Type1,473.3838,Ottawa,1323783
1885,NCK54,12.15,Low Fat,0.029569276000000002,Household,115.015,49,1999,Medium,Tier 1,Supermarket Type1,2912.875,Hamilton,747545
1886,FDT21,7.42,Low Fat,0.0204332,Snack Foods,248.9092,45,2002,Small,Tier 1,Supermarket Type1,5976.2208,Kingston,123798
1887,FDR12,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.055213280999999996,Baking Goods,172.4764,19,1985,Small,Tier 2,Grocery Store,687.1056,Barrie,197059
1888,FDS25,6.885,Regular,0.14080050000000002,Canned,111.4228,17,2007,Small,Tier 2,Supermarket Type1,2984.1156,Windsor,329144
1889,NCL05,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.047665717,Health and Hygiene,42.177,27,1985,Medium,Tier 1,Supermarket Type3,1255.0330000000001,Toronto,2731571
1890,NCI30,20.25,Low Fat,0.059268885,Household,246.446,17,2007,Small,Tier 2,Supermarket Type1,3695.19,Windsor,329144
1891,FDJ26,15.3,Regular,0.084937098,Canned,214.0218,45,2002,Small,Tier 1,Supermarket Type1,1068.609,Kingston,123798
1892,FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,49,1999,Medium,Tier 1,Supermarket Type1,1583.9382,Hamilton,747545
1893,FDM33,15.6,Low Fat,0.0,Snack Foods,220.4798,18,2009,Medium,Tier 3,Supermarket Type2,661.1394,Missisauga,713443
1894,FDP04,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,49,1999,Medium,Tier 1,Supermarket Type1,958.752,Hamilton,747545
1895,FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,45,2002,Small,Tier 1,Supermarket Type1,2836.308,Kingston,123798
1896,NCZ54,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.082955719,Household,164.0552,27,1985,Medium,Tier 1,Supermarket Type3,5523.4768,Toronto,2731571
1897,NCA53,11.395,low fat,0.009893817,Health and Hygiene,50.3034,49,1999,Medium,Tier 1,Supermarket Type1,972.068,Hamilton,747545
1898,FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,46,1997,Small,Tier 1,Supermarket Type1,3002.0922,London,383822
1899,FDT26,18.85,Regular,0.067940657,Dairy,119.044,35,2004,Small,Tier 2,Supermarket Type1,1198.44,Ottawa,1323783
1900,NCZ06,19.6,Low Fat,0.094161662,Household,251.9698,46,1997,Small,Tier 1,Supermarket Type1,4566.0564,London,383822
1901,FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,17,2007,Small,Tier 2,Supermarket Type1,4402.9354,Windsor,329144
1902,FDD29,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.018321361,Frozen Foods,255.3698,27,1985,Medium,Tier 1,Supermarket Type3,4819.7262,Toronto,2731571
1903,FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,46,1997,Small,Tier 1,Supermarket Type1,6033.4796,London,383822
1904,FDT07,5.82,Regular,0.07725473599999999,Fruits and Vegetables,257.633,13,1987,High,Tier 2,Supermarket Type1,1537.9979999999998,Brampton,593638
1905,FDT58,9.0,Low Fat,0.08630486,Snack Foods,168.0816,18,2009,Medium,Tier 3,Supermarket Type2,2181.1608,Missisauga,713443
1906,FDJ10,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.12887653699999999,Snack Foods,139.1838,27,1985,Medium,Tier 1,Supermarket Type3,4916.933,Toronto,2731571
1907,FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,35,2004,Small,Tier 2,Supermarket Type1,801.6232,Ottawa,1323783
1908,DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,45,2002,Small,Tier 1,Supermarket Type1,1474.0812,Kingston,123798
1909,FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,49,1999,Medium,Tier 1,Supermarket Type1,3605.3070000000002,Hamilton,747545
1910,FDM56,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,13,1987,High,Tier 2,Supermarket Type1,873.5296,Brampton,593638
1911,NCI43,19.85,Low Fat,0.025947095,Household,46.9376,13,1987,High,Tier 2,Supermarket Type1,575.2512,Brampton,593638
1912,FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,17,2007,Small,Tier 2,Supermarket Type1,860.2136,Windsor,329144
1913,DRK49,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",LF,0.0,Soft Drinks,40.5138,19,1985,Small,Tier 2,Grocery Store,40.6138,Barrie,197059
1914,FDW32,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.165101585,Fruits and Vegetables,87.7882,19,1985,Small,Tier 2,Grocery Store,515.3292,Barrie,197059
1915,NCW18,15.1,Low Fat,0.059417055,Household,237.9248,49,1999,Medium,Tier 1,Supermarket Type1,2133.2232,Hamilton,747545
1916,FDQ44,20.5,Low Fat,0.036287517000000005,Fruits and Vegetables,121.2756,18,2009,Medium,Tier 3,Supermarket Type2,2181.1608,Missisauga,713443
1917,FDL45,15.6,Low Fat,0.037764268999999996,Snack Foods,124.9704,45,2002,Small,Tier 1,Supermarket Type1,2253.0672,Kingston,123798
1918,DRB48,16.75,Regular,0.024848787999999997,Soft Drinks,39.9822,35,2004,Small,Tier 2,Supermarket Type1,746.3618,Ottawa,1323783
1919,FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,18,2009,Medium,Tier 3,Supermarket Type2,1482.0708,Missisauga,713443
1920,FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,17,2007,Small,Tier 2,Supermarket Type1,1272.3438,Windsor,329144
1921,FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,10,1998,Small,Tier 3,Grocery Store,117.8466,Waterloo,104986
1922,FDK57,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.079904068,Snack Foods,120.044,27,1985,Medium,Tier 1,Supermarket Type3,4434.228,Toronto,2731571
1923,FDK10,5.785,Regular,0.040325274,Snack Foods,180.46599999999998,13,1987,High,Tier 2,Supermarket Type1,719.064,Brampton,593638
1924,FDL39,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.06302467,Dairy,181.6318,27,1985,Medium,Tier 1,Supermarket Type3,1263.0226,Toronto,2731571
1925,FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,35,2004,Small,Tier 2,Supermarket Type1,6114.7072,Ottawa,1323783
1926,FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,35,2004,Small,Tier 2,Supermarket Type1,2167.8448,Ottawa,1323783
1927,FDA39,6.32,Low Fat,0.012707362,Meat,41.0822,13,1987,High,Tier 2,Supermarket Type1,942.7728,Brampton,593638
1928,FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,13,1987,High,Tier 2,Supermarket Type1,1897.53,Brampton,593638
1929,FDK08,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.12171245900000001,Fruits and Vegetables,101.2016,27,1985,Medium,Tier 1,Supermarket Type3,2631.2416,Toronto,2731571
1930,DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,13,1987,High,Tier 2,Supermarket Type1,2978.1234,Brampton,593638
1931,DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,18,2009,Medium,Tier 3,Supermarket Type2,2332.9632,Missisauga,713443
1932,FDH52,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.076868664,Frozen Foods,62.1194,19,1985,Small,Tier 2,Grocery Store,123.8388,Barrie,197059
1933,FDS25,6.885,Regular,0.140292495,Canned,108.5228,45,2002,Small,Tier 1,Supermarket Type1,1989.4104,Kingston,123798
1934,NCH43,8.42,Low Fat,0.070555571,Household,216.0192,35,2004,Small,Tier 2,Supermarket Type1,2372.9112,Ottawa,1323783
1935,DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,17,2007,Small,Tier 2,Supermarket Type1,1607.2412,Windsor,329144
1936,FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,17,2007,Small,Tier 2,Supermarket Type1,958.752,Windsor,329144
1937,FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,10,1998,Small,Tier 3,Grocery Store,197.0768,Waterloo,104986
1938,FDO22,13.5,Regular,0.017844608999999997,Snack Foods,81.396,13,1987,High,Tier 2,Supermarket Type1,1198.44,Brampton,593638
1939,FDD35,12.15,Low Fat,0.025916882999999998,Starchy Foods,120.244,45,2002,Small,Tier 1,Supermarket Type1,2277.036,Kingston,123798
1940,FDR01,5.405,Regular,0.053611144000000006,Canned,197.7742,35,2004,Small,Tier 2,Supermarket Type1,796.2968,Ottawa,1323783
1941,NCB31,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.20778348300000002,Household,262.291,19,1985,Small,Tier 2,Grocery Store,525.982,Barrie,197059
1942,FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,46,1997,Small,Tier 1,Supermarket Type1,3105.9570000000003,London,383822
1943,FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,45,2002,Small,Tier 1,Supermarket Type1,2826.9868,Kingston,123798
1944,FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,45,2002,Small,Tier 1,Supermarket Type1,3153.2288,Kingston,123798
1945,NCF18,18.35,LF,0.08934507400000001,Household,191.9504,18,2009,Medium,Tier 3,Supermarket Type2,5369.0112,Missisauga,713443
1946,FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,49,1999,Medium,Tier 1,Supermarket Type1,3448.844,Hamilton,747545
1947,FDJ53,10.5,Low Fat,0.07136869900000001,Frozen Foods,121.3098,49,1999,Medium,Tier 1,Supermarket Type1,1446.1176,Hamilton,747545
1948,NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,18,2009,Medium,Tier 3,Supermarket Type2,1567.2932,Missisauga,713443
1949,FDW27,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.150122794,Meat,154.5314,27,1985,Medium,Tier 1,Supermarket Type3,1396.1826,Toronto,2731571
1950,FDA32,14.0,Low Fat,0.030094192000000002,Fruits and Vegetables,215.7192,46,1997,Small,Tier 1,Supermarket Type1,1078.596,London,383822
1951,FDA03,18.5,Regular,0.076097035,Dairy,145.8102,10,1998,Small,Tier 3,Grocery Store,291.6204,Waterloo,104986
1952,FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,45,2002,Small,Tier 1,Supermarket Type1,554.6114,Kingston,123798
1953,FDN09,14.15,LF,0.0,Snack Foods,244.1828,45,2002,Small,Tier 1,Supermarket Type1,731.0484,Kingston,123798
1954,FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,17,2007,Small,Tier 2,Supermarket Type1,4250.4672,Windsor,329144
1955,FDX01,10.1,LF,0.024262772000000002,Canned,117.615,18,2009,Medium,Tier 3,Supermarket Type2,1514.695,Missisauga,713443
1956,DRO35,13.85,Low Fat,0.034624103999999996,Hard Drinks,115.0492,49,1999,Medium,Tier 1,Supermarket Type1,4054.722,Hamilton,747545
1957,FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,45,2002,Small,Tier 1,Supermarket Type1,3067.3406,Kingston,123798
1958,NCM53,18.75,Low Fat,0.052121825,Health and Hygiene,104.82799999999999,49,1999,Medium,Tier 1,Supermarket Type1,2343.616,Hamilton,747545
